,AccountsPayableCurrent,AccountsReceivableNetCurrent,AccruedLiabilitiesCurrent,AccumulatedOtherComprehensiveIncomeLossNetOfTax,Assets,AssetsCurrent,AvailableForSaleSecuritiesCurrent,AvailableForSaleSecuritiesNoncurrent,CashAndCashEquivalentsAtCarryingValue,CommitmentsAndContingencies,CommonStockValue,DeferredRevenueCurrent,DeferredRevenueNoncurrent,DeferredTaxAssetsNetCurrent,Goodwill,IntangibleAssetsNetExcludingGoodwill,InventoryNet,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,NontradeReceivablesCurrent,OtherAssetsCurrent,OtherAssetsNoncurrent,OtherLiabilitiesNoncurrent,PropertyPlantAndEquipmentAndCapitalizedSoftwareNet,RetainedEarningsAccumulatedDeficit,StockholdersEquity
2011-09-24,14632000000,5369000000,9247000000,443000000,116371000000,44988000000,16137000000,55618000000,9815000000,0.0,13331000000,4091000000,1686000000,2014000000,896000000,3536000000,776000000,39756000000,116371000000,27970000000,6348000000,4529000000,3556000000,10100000000,7777000000,62841000000,76615000000
